norm_relative_enemy_x,norm_relative_enemy_y,norm_player_x,norm_player_y,norm_cooldown,norm_nearest_laser_relative_x,norm_nearest_laser_relative_y,laser_above,player_input
-0.068,-0.324,0.213,0.853,0.0,1.0,1.0,0,2
-0.075,-0.323,0.22,0.853,0.0,1.0,1.0,0,2
-0.081,-0.321,0.227,0.853,0.0,1.0,1.0,0,2
-0.088,-0.32,0.233,0.853,0.0,1.0,1.0,0,2
-0.095,-0.319,0.24,0.853,0.0,1.0,1.0,0,2
-0.101,-0.317,0.247,0.853,0.0,1.0,1.0,0,2
-0.108,-0.316,0.253,0.853,0.0,1.0,1.0,0,2
-0.115,-0.315,0.26,0.853,0.0,1.0,1.0,0,2
-0.121,-0.313,0.267,0.853,0.0,1.0,1.0,0,2
0.165,-0.424,0.273,0.853,0.0,1.0,1.0,0,2
0.159,-0.423,0.28,0.853,0.0,1.0,1.0,0,2
0.152,-0.421,0.287,0.853,0.0,1.0,1.0,0,2
0.145,-0.42,0.293,0.853,0.0,1.0,1.0,0,2
0.139,-0.419,0.3,0.853,0.0,1.0,1.0,0,2
0.132,-0.417,0.307,0.853,0.0,1.0,1.0,0,2
0.125,-0.416,0.313,0.853,0.0,1.0,1.0,0,2
0.119,-0.415,0.32,0.853,0.0,1.0,1.0,0,2
0.112,-0.413,0.327,0.853,0.0,1.0,1.0,0,2
0.105,-0.412,0.333,0.853,0.0,1.0,1.0,0,2
0.099,-0.411,0.34,0.853,0.0,1.0,1.0,0,2
0.092,-0.409,0.347,0.853,0.0,1.0,1.0,0,2
0.092,-0.396,0.347,0.853,0.0,1.0,1.0,0,0
0.092,-0.393,0.347,0.853,0.067,1.0,1.0,0,5
0.092,-0.38,0.347,0.853,0.4,1.0,1.0,0,0
0.092,-0.367,0.347,0.853,0.733,1.0,1.0,0,0
0.092,-0.353,0.347,0.853,0.0,1.0,1.0,0,0
0.092,-0.34,0.347,0.853,0.0,1.0,1.0,0,0
0.08,-0.711,0.347,0.853,0.0,1.0,1.0,0,0
0.08,-0.699,0.347,0.853,0.067,1.0,1.0,0,5
0.08,-0.685,0.347,0.853,0.4,0.007,-0.705,1,0
0.08,-0.672,0.347,0.853,0.733,0.007,-0.625,1,0
0.073,-0.663,0.353,0.853,0.967,0.0,-0.569,1,2
0.067,-0.661,0.36,0.853,1.0,-0.007,-0.561,1,2
0.06,-0.66,0.367,0.853,0.0,-0.013,-0.553,1,2
0.053,-0.659,0.373,0.853,0.0,-0.02,-0.545,1,2
0.047,-0.657,0.38,0.853,0.0,-0.027,-0.537,1,2
0.04,-0.656,0.387,0.853,0.0,-0.033,-0.529,1,2
0.033,-0.655,0.393,0.853,0.0,-0.04,-0.521,1,2
0.027,-0.653,0.4,0.853,0.0,-0.047,-0.513,1,2
0.02,-0.652,0.407,0.853,0.0,-0.053,-0.505,1,2
0.013,-0.651,0.413,0.853,0.0,-0.06,-0.497,1,2
0.007,-0.649,0.42,0.853,0.0,-0.067,-0.489,1,2
0.0,-0.648,0.427,0.853,0.0,-0.073,-0.481,0,2
-0.007,-0.647,0.433,0.853,0.0,-0.08,-0.473,0,2
-0.013,-0.645,0.44,0.853,0.0,-0.087,-0.465,0,2
-0.02,-0.644,0.447,0.853,0.0,-0.093,-0.457,0,2
-0.027,-0.643,0.453,0.853,0.0,-0.1,-0.449,0,2
-0.033,-0.641,0.46,0.853,0.0,-0.107,-0.441,0,2
-0.04,-0.64,0.467,0.853,0.0,-0.113,-0.433,0,2
-0.047,-0.639,0.473,0.853,0.0,-0.12,-0.425,0,2
-0.053,-0.637,0.48,0.853,0.0,-0.127,-0.417,0,2
-0.06,-0.636,0.487,0.853,0.0,-0.133,-0.409,0,2
-0.067,-0.635,0.493,0.853,0.0,-0.14,-0.401,0,2
-0.073,-0.633,0.5,0.853,0.0,-0.147,-0.393,0,2
-0.08,-0.632,0.507,0.853,0.0,-0.153,-0.385,0,2
-0.087,-0.631,0.513,0.853,0.0,-0.16,-0.377,0,2
-0.093,-0.629,0.52,0.853,0.0,-0.167,-0.369,0,2
-0.1,-0.628,0.527,0.853,0.0,-0.173,-0.361,0,2
-0.107,-0.627,0.533,0.853,0.0,-0.18,-0.353,0,2
-0.113,-0.625,0.54,0.853,0.0,-0.187,-0.345,0,2
-0.12,-0.624,0.547,0.853,0.0,-0.193,-0.337,0,2
-0.127,-0.623,0.553,0.853,0.0,-0.2,-0.329,0,2
-0.133,-0.621,0.56,0.853,0.0,-0.207,-0.321,0,2
-0.14,-0.62,0.567,0.853,0.0,-0.213,-0.313,0,2
-0.147,-0.619,0.573,0.853,0.0,-0.22,-0.305,0,2
-0.153,-0.617,0.58,0.853,0.0,-0.227,-0.297,0,2
-0.16,-0.616,0.587,0.853,0.0,-0.233,-0.289,0,2
-0.167,-0.615,0.593,0.853,0.0,-0.24,-0.281,0,2
-0.173,-0.613,0.6,0.853,0.0,-0.247,-0.273,0,2
-0.18,-0.612,0.607,0.853,0.0,-0.253,-0.265,0,2
-0.187,-0.611,0.613,0.853,0.0,-0.26,-0.257,0,2
-0.193,-0.609,0.62,0.853,0.0,-0.267,-0.249,0,2
-0.2,-0.608,0.627,0.853,0.0,-0.273,-0.241,1,2
-0.207,-0.607,0.633,0.853,0.0,-0.28,-0.233,1,2
-0.213,-0.605,0.64,0.853,0.0,-0.287,-0.225,1,2
-0.22,-0.604,0.647,0.853,0.0,-0.293,-0.217,1,2
-0.227,-0.603,0.653,0.853,0.0,-0.3,-0.209,1,2
-0.233,-0.601,0.66,0.853,0.0,-0.307,-0.201,1,2
-0.24,-0.6,0.667,0.853,0.0,-0.313,-0.193,1,2
-0.247,-0.599,0.673,0.853,0.0,-0.32,-0.185,1,2
-0.253,-0.597,0.68,0.853,0.0,-0.327,-0.177,1,2
-0.26,-0.596,0.687,0.853,0.0,-0.333,-0.169,1,2
0.068,-0.677,0.693,0.853,0.0,-0.005,-0.437,1,2
0.061,-0.676,0.7,0.853,0.0,-0.012,-0.429,1,2
0.061,-0.663,0.7,0.853,0.067,-0.012,-0.349,1,5
0.061,-0.649,0.7,0.853,0.4,-0.012,-0.269,1,0
0.068,-0.641,0.693,0.853,0.6,-0.005,-0.221,1,1
0.075,-0.64,0.687,0.853,0.633,0.001,-0.213,1,1
0.081,-0.639,0.68,0.853,0.667,0.008,-0.205,1,1
0.088,-0.637,0.673,0.853,0.7,0.015,-0.197,1,1
0.095,-0.636,0.667,0.853,0.733,0.021,-0.189,1,1
0.101,-0.635,0.66,0.853,0.767,0.028,-0.181,1,1
0.108,-0.633,0.653,0.853,0.8,0.035,-0.173,1,1
0.115,-0.632,0.647,0.853,0.833,0.041,-0.165,1,1
0.121,-0.631,0.64,0.853,0.867,0.048,-0.157,1,1
0.128,-0.629,0.633,0.853,0.9,0.055,-0.149,1,1
0.135,-0.628,0.627,0.853,0.933,0.061,-0.141,1,1
0.141,-0.627,0.62,0.853,0.967,0.068,-0.133,0,1
0.148,-0.625,0.613,0.853,1.0,0.075,-0.125,0,1
0.155,-0.624,0.607,0.853,0.0,0.081,-0.117,0,1
0.161,-0.623,0.6,0.853,0.0,0.088,-0.109,0,1
0.168,-0.621,0.593,0.853,0.0,0.095,-0.101,0,1
0.175,-0.62,0.587,0.853,0.0,0.101,-0.093,0,1
0.181,-0.619,0.58,0.853,0.0,0.108,-0.085,0,1
0.188,-0.617,0.573,0.853,0.0,0.115,-0.077,0,1
0.195,-0.616,0.567,0.853,0.0,0.121,-0.069,0,1
0.201,-0.615,0.56,0.853,0.0,0.128,-0.061,0,1
0.208,-0.613,0.553,0.853,0.0,0.135,-0.053,0,1
0.215,-0.612,0.547,0.853,0.0,0.141,-0.045,0,1
0.221,-0.611,0.54,0.853,0.0,0.148,-0.037,0,1
0.228,-0.609,0.533,0.853,0.0,0.155,-0.029,0,1
0.235,-0.608,0.527,0.853,0.0,0.161,-0.021,0,1
0.241,-0.607,0.52,0.853,0.0,0.168,-0.013,0,1
0.248,-0.605,0.513,0.853,0.0,0.175,-0.005,0,1
0.255,-0.604,0.507,0.853,0.0,0.181,0.003,0,1
0.255,-0.591,0.507,0.853,0.0,0.181,0.083,0,0
0.255,-0.577,0.507,0.853,0.0,0.181,-0.272,0,0
0.281,-0.708,0.507,0.853,0.0,0.208,-0.501,0,0
0.281,-0.695,0.507,0.853,0.0,0.208,-0.421,0,0
0.281,-0.681,0.507,0.853,0.0,0.208,-0.341,0,0
0.281,-0.668,0.507,0.853,0.0,0.208,-0.261,0,0
0.281,-0.655,0.507,0.853,0.0,0.208,-0.181,0,0
0.275,-0.647,0.513,0.853,0.0,0.201,-0.133,0,2
0.268,-0.645,0.52,0.853,0.0,0.195,-0.125,0,2
0.261,-0.644,0.527,0.853,0.0,0.188,-0.117,0,2
0.255,-0.643,0.533,0.853,0.0,0.181,-0.109,0,2
0.248,-0.641,0.54,0.853,0.0,0.175,-0.101,0,2
0.241,-0.64,0.547,0.853,0.0,0.168,-0.093,0,2
0.235,-0.639,0.553,0.853,0.0,0.161,-0.085,0,2
0.228,-0.637,0.56,0.853,0.0,0.155,-0.077,0,2
0.221,-0.636,0.567,0.853,0.0,0.148,-0.069,0,2
0.215,-0.635,0.573,0.853,0.0,0.141,-0.061,0,2
0.208,-0.633,0.58,0.853,0.0,0.135,-0.053,0,2
0.208,-0.62,0.58,0.853,0.0,0.135,0.027,0,0
0.208,-0.607,0.58,0.853,0.0,0.135,0.107,0,0
0.208,-0.593,0.58,0.853,0.0,0.135,-0.115,0,0
0.208,-0.58,0.58,0.853,0.0,0.135,-0.035,0,0
0.201,-0.569,0.587,0.853,0.0,0.128,0.029,0,2
0.195,-0.568,0.593,0.853,0.0,0.121,0.037,0,2
0.188,-0.567,0.6,0.853,0.0,0.115,0.045,0,2
0.181,-0.565,0.607,0.853,0.0,0.108,0.053,0,2
0.175,-0.564,0.613,0.853,0.0,0.101,0.061,0,2
0.168,-0.563,0.62,0.853,0.0,0.095,0.069,0,2
0.161,-0.561,0.627,0.853,0.0,0.088,0.077,0,2
0.155,-0.56,0.633,0.853,0.0,0.081,0.085,0,2
0.148,-0.559,0.64,0.853,0.0,0.075,0.093,0,2
0.141,-0.557,0.647,0.853,0.0,0.068,0.101,0,2
0.135,-0.556,0.653,0.853,0.0,0.061,0.109,1,2
0.128,-0.555,0.66,0.853,0.0,0.055,0.117,1,2
0.121,-0.553,0.667,0.853,0.0,0.048,0.125,1,2
0.115,-0.552,0.673,0.853,0.0,0.041,0.133,1,2
0.108,-0.551,0.68,0.853,0.0,0.035,0.141,1,2
0.101,-0.549,0.687,0.853,0.0,0.028,-0.351,1,2
0.095,-0.548,0.693,0.853,0.0,0.021,-0.343,1,2
0.088,-0.547,0.7,0.853,0.0,0.015,-0.335,1,2
0.081,-0.545,0.707,0.853,0.0,0.008,-0.327,1,2
0.081,-0.536,0.707,0.853,0.067,0.008,-0.271,1,5
0.088,-0.524,0.7,0.853,0.367,0.015,-0.199,1,1
0.095,-0.523,0.693,0.853,0.4,0.021,-0.191,1,1
0.101,-0.521,0.687,0.853,0.433,0.028,-0.183,1,1
0.108,-0.52,0.68,0.853,0.467,0.035,-0.175,1,1
0.115,-0.519,0.673,0.853,0.5,0.041,-0.167,1,1
0.121,-0.517,0.667,0.853,0.533,0.048,-0.159,1,1
0.128,-0.516,0.66,0.853,0.567,0.055,-0.151,1,1
0.135,-0.515,0.653,0.853,0.6,0.061,-0.143,1,1
0.141,-0.513,0.647,0.853,0.633,0.068,-0.135,0,1
0.148,-0.512,0.64,0.853,0.667,0.075,-0.127,0,1
0.155,-0.511,0.633,0.853,0.7,0.081,-0.119,0,1
0.161,-0.509,0.627,0.853,0.733,0.088,-0.111,0,1
0.168,-0.508,0.62,0.853,0.767,0.095,-0.103,0,1
0.175,-0.507,0.613,0.853,0.8,0.101,-0.095,0,1
0.181,-0.505,0.607,0.853,0.833,0.108,-0.087,0,1
0.188,-0.504,0.6,0.853,0.867,0.115,-0.079,0,1
0.195,-0.503,0.593,0.853,0.9,0.121,-0.071,0,1
0.201,-0.501,0.587,0.853,0.933,0.128,-0.063,0,1
0.208,-0.5,0.58,0.853,0.967,0.135,-0.055,0,1
0.215,-0.499,0.573,0.853,1.0,0.141,-0.047,0,1
0.215,-0.485,0.573,0.853,0.0,0.141,0.033,0,0
0.215,-0.472,0.573,0.853,0.0,0.141,0.113,0,0
0.215,-0.459,0.573,0.853,0.0,-0.205,-0.069,0,0
-0.132,-0.561,0.573,0.853,0.0,-0.205,0.011,0,0
-0.132,-0.548,0.573,0.853,0.0,-0.205,0.091,0,0
-0.132,-0.535,0.573,0.853,0.0,-0.205,-0.029,0,0
-0.132,-0.521,0.573,0.853,0.0,-0.205,0.051,0,0
-0.125,-0.516,0.567,0.853,0.0,-0.199,0.083,0,1
-0.119,-0.515,0.56,0.853,0.0,-0.192,0.091,0,1
-0.112,-0.513,0.553,0.853,0.0,-0.185,0.099,0,1
-0.105,-0.512,0.547,0.853,0.0,-0.179,0.107,0,1
-0.099,-0.511,0.54,0.853,0.0,-0.172,0.115,0,1
-0.092,-0.509,0.533,0.853,0.0,-0.165,0.123,0,1
-0.085,-0.508,0.527,0.853,0.0,-0.159,0.131,0,1
-0.079,-0.507,0.52,0.853,0.0,-0.152,0.139,0,1
-0.072,-0.505,0.513,0.853,0.0,-0.145,0.147,0,1
-0.065,-0.504,0.507,0.853,0.0,1.0,1.0,0,1
-0.059,-0.503,0.5,0.853,0.0,1.0,1.0,0,1
-0.052,-0.501,0.493,0.853,0.0,1.0,1.0,0,1
-0.045,-0.5,0.487,0.853,0.0,1.0,1.0,0,1
-0.039,-0.499,0.48,0.853,0.0,1.0,1.0,0,1
-0.032,-0.497,0.473,0.853,0.0,1.0,1.0,0,1
-0.025,-0.496,0.467,0.853,0.0,1.0,1.0,0,1
-0.019,-0.495,0.46,0.853,0.0,1.0,1.0,0,1
-0.012,-0.493,0.453,0.853,0.0,1.0,1.0,0,1
-0.005,-0.492,0.447,0.853,0.0,1.0,1.0,0,1
0.001,-0.491,0.44,0.853,0.0,-0.185,-1.22,0,1
0.008,-0.489,0.433,0.853,0.0,1.0,1.0,0,1
0.015,-0.488,0.427,0.853,0.0,1.0,1.0,0,1
0.021,-0.487,0.42,0.853,0.0,1.0,1.0,0,1
0.028,-0.485,0.413,0.853,0.0,1.0,1.0,0,1
0.035,-0.484,0.407,0.853,0.0,1.0,1.0,0,1
0.041,-0.483,0.4,0.853,0.0,1.0,1.0,0,1
0.048,-0.481,0.393,0.853,0.0,1.0,1.0,0,1
0.055,-0.48,0.387,0.853,0.0,1.0,1.0,0,1
0.061,-0.479,0.38,0.853,0.0,1.0,1.0,0,1
0.068,-0.477,0.373,0.853,0.0,1.0,1.0,0,1
0.075,-0.476,0.367,0.853,0.0,1.0,1.0,0,1
0.081,-0.475,0.36,0.853,0.0,1.0,1.0,0,1
0.088,-0.473,0.353,0.853,0.0,1.0,1.0,0,1
0.088,-0.467,0.353,0.853,0.067,1.0,1.0,0,5
0.088,-0.453,0.353,0.853,0.4,0.015,-0.467,1,0
0.081,-0.443,0.36,0.853,0.667,0.008,-0.403,1,2
0.075,-0.441,0.367,0.853,0.7,0.001,-0.395,1,2
0.068,-0.44,0.373,0.853,0.733,-0.005,-0.387,1,2
0.061,-0.439,0.38,0.853,0.767,-0.012,-0.379,1,2
0.055,-0.437,0.387,0.853,0.8,-0.019,-0.371,1,2
0.048,-0.436,0.393,0.853,0.833,-0.025,-0.363,1,2
0.048,-0.423,0.393,0.853,0.0,-0.025,-0.283,1,0
0.048,-0.409,0.393,0.853,0.0,-0.025,-0.203,1,0
-0.393,-0.853,0.393,0.853,0.0,1.0,1.0,0,0
-0.393,-0.853,0.393,0.853,0.0,1.0,1.0,0,0
-0.393,-0.853,0.393,0.853,0.0,1.0,1.0,0,0
-0.393,-0.853,0.393,0.853,0.0,1.0,1.0,0,0
-0.393,-0.853,0.393,0.853,0.0,1.0,1.0,0,0
-0.393,-0.853,0.393,0.853,0.0,1.0,1.0,0,0
-0.393,-0.853,0.393,0.853,0.0,1.0,1.0,0,0
-0.393,-0.853,0.393,0.853,0.0,1.0,1.0,0,0
-0.393,-0.853,0.393,0.853,0.0,1.0,1.0,0,0
-0.393,-0.853,0.393,0.853,0.0,1.0,1.0,0,0
-0.267,-0.817,0.393,0.853,0.0,-0.34,-0.824,0,0
-0.26,-0.807,0.387,0.853,0.0,-0.333,-0.76,0,1
-0.253,-0.805,0.38,0.853,0.0,-0.327,-0.752,0,1
-0.247,-0.804,0.373,0.853,0.0,-0.32,-0.744,0,1
-0.24,-0.803,0.367,0.853,0.0,-0.313,-0.736,0,1
-0.233,-0.801,0.36,0.853,0.0,-0.307,-0.728,0,1
-0.227,-0.8,0.353,0.853,0.0,-0.3,-0.72,0,1
-0.22,-0.799,0.347,0.853,0.0,-0.293,-0.712,0,1
-0.213,-0.797,0.34,0.853,0.0,-0.287,-0.704,0,1
-0.207,-0.796,0.333,0.853,0.0,-0.28,-0.696,0,1
-0.2,-0.795,0.327,0.853,0.0,-0.273,-0.688,0,1
-0.193,-0.793,0.32,0.853,0.0,-0.267,-0.68,0,1
-0.187,-0.792,0.313,0.853,0.0,-0.26,-0.672,0,1
-0.18,-0.791,0.307,0.853,0.0,-0.253,-0.664,0,1
-0.173,-0.789,0.3,0.853,0.0,-0.247,-0.656,0,1
-0.167,-0.788,0.293,0.853,0.0,-0.24,-0.648,0,1
-0.16,-0.787,0.287,0.853,0.0,-0.233,-0.64,0,1
-0.153,-0.785,0.28,0.853,0.0,-0.227,-0.632,0,1
-0.147,-0.784,0.273,0.853,0.0,-0.22,-0.624,0,1
-0.14,-0.783,0.267,0.853,0.0,-0.213,-0.616,0,1
-0.133,-0.781,0.26,0.853,0.0,-0.207,-0.608,0,1
-0.127,-0.78,0.253,0.853,0.0,-0.2,-0.6,0,1
-0.12,-0.779,0.247,0.853,0.0,-0.193,-0.592,0,1
-0.113,-0.777,0.24,0.853,0.0,-0.187,-0.584,0,1
-0.107,-0.776,0.233,0.853,0.0,-0.18,-0.576,0,1
-0.1,-0.775,0.227,0.853,0.0,-0.173,-0.568,0,1
-0.093,-0.773,0.22,0.853,0.0,-0.167,-0.56,0,1
-0.087,-0.772,0.213,0.853,0.0,-0.16,-0.552,0,1
-0.08,-0.771,0.207,0.853,0.0,-0.153,-0.544,0,1
-0.073,-0.769,0.2,0.853,0.0,-0.147,-0.536,0,1
-0.067,-0.768,0.193,0.853,0.0,-0.14,-0.528,0,1
-0.06,-0.767,0.187,0.853,0.0,-0.133,-0.52,0,1
-0.053,-0.765,0.18,0.853,0.0,-0.127,-0.512,0,1
-0.047,-0.764,0.173,0.853,0.0,-0.12,-0.504,0,1
-0.04,-0.763,0.167,0.853,0.0,-0.113,-0.496,0,1
-0.033,-0.761,0.16,0.853,0.0,-0.107,-0.488,0,1
-0.027,-0.76,0.153,0.853,0.0,-0.1,-0.48,0,1
-0.02,-0.759,0.147,0.853,0.0,-0.093,-0.472,0,1
-0.013,-0.757,0.14,0.853,0.0,-0.087,-0.464,0,1
-0.007,-0.756,0.133,0.853,0.0,-0.08,-0.456,0,1
0.0,-0.755,0.127,0.853,0.0,-0.073,-0.448,0,1
0.007,-0.753,0.12,0.853,0.0,-0.067,-0.44,1,1
0.013,-0.752,0.113,0.853,0.0,-0.06,-0.432,1,1
0.02,-0.751,0.107,0.853,0.0,-0.053,-0.424,1,1
0.027,-0.749,0.1,0.853,0.0,-0.047,-0.416,1,1
0.033,-0.748,0.093,0.853,0.0,-0.04,-0.408,1,1
0.04,-0.747,0.087,0.853,0.0,-0.033,-0.4,1,1
0.047,-0.745,0.08,0.853,0.0,-0.027,-0.392,1,1
0.053,-0.744,0.073,0.853,0.0,-0.02,-0.384,1,1
0.06,-0.743,0.067,0.853,0.0,-0.013,-0.376,1,1
0.067,-0.741,0.06,0.853,0.0,-0.007,-0.368,1,1
0.073,-0.74,0.053,0.853,0.0,0.0,-0.36,1,1
0.08,-0.739,0.047,0.853,0.0,0.007,-0.352,1,1
0.08,-0.731,0.047,0.853,0.067,0.007,-0.304,1,5
0.073,-0.72,0.053,0.853,0.333,0.0,-0.24,1,2
0.067,-0.719,0.06,0.853,0.367,-0.007,-0.232,1,2
0.06,-0.717,0.067,0.853,0.4,-0.013,-0.224,1,2
0.053,-0.716,0.073,0.853,0.433,-0.02,-0.216,1,2
0.047,-0.715,0.08,0.853,0.467,-0.027,-0.208,1,2
0.04,-0.713,0.087,0.853,0.5,-0.033,-0.2,1,2
0.033,-0.712,0.093,0.853,0.533,-0.04,-0.192,1,2
0.027,-0.711,0.1,0.853,0.567,-0.047,-0.184,1,2
0.02,-0.709,0.107,0.853,0.6,-0.053,-0.176,1,2
0.013,-0.708,0.113,0.853,0.633,-0.06,-0.168,1,2
0.007,-0.707,0.12,0.853,0.667,-0.067,-0.16,1,2
0.0,-0.705,0.127,0.853,0.7,-0.073,-0.152,0,2
-0.007,-0.704,0.133,0.853,0.733,-0.08,-0.144,0,2
-0.013,-0.703,0.14,0.853,0.767,-0.087,-0.136,0,2
-0.02,-0.701,0.147,0.853,0.8,-0.093,-0.128,0,2
-0.027,-0.7,0.153,0.853,0.833,-0.1,-0.12,0,2
-0.033,-0.699,0.16,0.853,0.867,-0.107,-0.112,0,2
-0.04,-0.697,0.167,0.853,0.9,-0.113,-0.104,0,2
-0.047,-0.696,0.173,0.853,0.933,-0.12,-0.096,0,2
-0.053,-0.695,0.18,0.853,0.967,-0.127,-0.088,0,2
-0.06,-0.693,0.187,0.853,1.0,-0.133,-0.08,0,2
-0.067,-0.692,0.193,0.853,0.0,-0.14,-0.072,0,2
-0.073,-0.691,0.2,0.853,0.0,-0.147,-0.064,0,2
-0.08,-0.689,0.207,0.853,0.0,-0.153,-0.056,0,2
-0.087,-0.688,0.213,0.853,0.0,-0.16,-0.048,0,2
-0.093,-0.687,0.22,0.853,0.0,-0.167,-0.04,0,2
-0.1,-0.685,0.227,0.853,0.0,-0.173,-0.032,0,2
-0.107,-0.684,0.233,0.853,0.0,-0.18,-0.024,0,2
-0.113,-0.683,0.24,0.853,0.0,-0.187,-0.016,0,2
-0.12,-0.681,0.247,0.853,0.0,-0.193,-0.008,0,2
-0.127,-0.68,0.253,0.853,0.0,-0.2,0.0,0,2
-0.133,-0.679,0.26,0.853,0.0,-0.207,0.008,0,2
-0.14,-0.677,0.267,0.853,0.0,-0.213,0.016,0,2
-0.147,-0.676,0.273,0.853,0.0,-0.22,0.024,0,2
-0.153,-0.675,0.28,0.853,0.0,-0.227,0.032,0,2
-0.16,-0.673,0.287,0.853,0.0,-0.233,0.04,0,2
-0.167,-0.672,0.293,0.853,0.0,-0.24,0.048,0,2
-0.173,-0.671,0.3,0.853,0.0,-0.247,0.056,0,2
-0.173,-0.657,0.3,0.853,0.0,-0.247,-0.071,0,0
-0.167,-0.656,0.293,0.853,0.0,-0.24,-0.063,0,1
-0.16,-0.655,0.287,0.853,0.0,-0.233,-0.063,0,1
-0.153,-0.653,0.28,0.853,0.0,-0.227,-0.055,0,1
-0.147,-0.652,0.273,0.853,0.0,-0.22,-0.047,0,1
-0.14,-0.651,0.267,0.853,0.0,-0.213,-0.039,0,1
-0.133,-0.649,0.26,0.853,0.0,-0.207,-0.031,0,1
-0.127,-0.648,0.253,0.853,0.0,-0.2,-0.023,0,1
-0.12,-0.647,0.247,0.853,0.0,-0.193,-0.015,0,1
-0.113,-0.645,0.24,0.853,0.0,-0.187,-0.007,0,1
-0.107,-0.644,0.233,0.853,0.0,-0.18,0.001,0,1
-0.1,-0.643,0.227,0.853,0.0,-0.173,0.009,0,1
-0.1,-0.636,0.227,0.853,0.067,-0.173,0.049,0,5
0.261,-0.665,0.227,0.853,0.4,0.188,-0.545,0,0
0.255,-0.663,0.233,0.853,0.467,0.181,-0.529,0,2
0.248,-0.661,0.24,0.853,0.5,0.175,-0.521,0,2
0.241,-0.66,0.247,0.853,0.533,0.168,-0.513,0,2
0.235,-0.659,0.253,0.853,0.567,0.161,-0.505,0,2
0.228,-0.657,0.26,0.853,0.6,0.155,-0.497,0,2
0.221,-0.656,0.267,0.853,0.633,0.148,-0.489,0,2
0.215,-0.655,0.273,0.853,0.667,0.141,-0.481,0,2
0.208,-0.653,0.28,0.853,0.7,0.135,-0.473,0,2
0.201,-0.652,0.287,0.853,0.733,0.128,-0.465,0,2
0.195,-0.651,0.293,0.853,0.767,0.121,-0.457,0,2
0.188,-0.649,0.3,0.853,0.8,0.115,-0.449,0,2
0.181,-0.648,0.307,0.853,0.833,0.108,-0.441,0,2
0.175,-0.647,0.313,0.853,0.867,0.101,-0.433,0,2
0.168,-0.645,0.32,0.853,0.9,0.095,-0.425,0,2
0.161,-0.644,0.327,0.853,0.933,0.088,-0.417,0,2
0.155,-0.643,0.333,0.853,0.967,0.081,-0.409,0,2
0.148,-0.641,0.34,0.853,1.0,0.075,-0.401,0,2
0.141,-0.64,0.347,0.853,0.0,0.068,-0.393,0,2
0.135,-0.639,0.353,0.853,0.0,0.061,-0.385,1,2
0.128,-0.637,0.36,0.853,0.0,0.055,-0.377,1,2
0.121,-0.636,0.367,0.853,0.0,0.048,-0.369,1,2
0.115,-0.635,0.373,0.853,0.0,0.041,-0.361,1,2
0.108,-0.633,0.38,0.853,0.0,0.035,-0.353,1,2
0.101,-0.632,0.387,0.853,0.0,0.028,-0.345,1,2
0.095,-0.631,0.393,0.853,0.0,0.021,-0.337,1,2
0.088,-0.629,0.4,0.853,0.0,0.015,-0.329,1,2
0.088,-0.619,0.4,0.853,0.067,0.015,-0.265,1,5
0.081,-0.611,0.407,0.853,0.267,0.008,-0.217,1,2
0.075,-0.609,0.413,0.853,0.3,0.001,-0.209,1,2
0.068,-0.608,0.42,0.853,0.333,-0.005,-0.201,1,2
0.061,-0.607,0.427,0.853,0.367,-0.012,-0.193,1,2
0.055,-0.605,0.433,0.853,0.4,-0.019,-0.185,1,2
0.048,-0.604,0.44,0.853,0.433,-0.025,-0.177,1,2
0.041,-0.603,0.447,0.853,0.467,-0.032,-0.169,1,2
0.035,-0.601,0.453,0.853,0.5,-0.039,-0.161,1,2
0.028,-0.6,0.46,0.853,0.533,-0.045,-0.153,1,2
0.021,-0.599,0.467,0.853,0.567,-0.052,-0.145,1,2
0.015,-0.597,0.473,0.853,0.6,-0.059,-0.137,1,2
0.008,-0.596,0.48,0.853,0.633,-0.065,-0.129,1,2
0.008,-0.583,0.48,0.853,0.967,-0.065,-0.049,1,0
0.008,-0.579,0.48,0.853,0.067,-0.065,-0.025,1,5
0.001,-0.572,0.487,0.853,0.233,-0.072,0.015,1,2
-0.005,-0.571,0.493,0.853,0.267,-0.079,0.023,1,2
-0.012,-0.569,0.5,0.853,0.3,-0.085,0.031,1,2
-0.019,-0.568,0.507,0.853,0.333,-0.092,0.039,1,2
-0.025,-0.567,0.513,0.853,0.367,-0.099,0.047,1,2
-0.032,-0.565,0.52,0.853,0.4,-0.105,0.055,1,2
-0.039,-0.564,0.527,0.853,0.433,-0.112,0.063,1,2
-0.045,-0.563,0.533,0.853,0.467,-0.119,0.071,0,2
-0.052,-0.561,0.54,0.853,0.5,-0.125,0.079,0,2
-0.059,-0.56,0.547,0.853,0.533,-0.132,0.087,0,2
-0.065,-0.559,0.553,0.853,0.567,-0.139,0.095,0,2
-0.072,-0.557,0.56,0.853,0.6,-0.145,0.103,0,2
-0.079,-0.556,0.567,0.853,0.633,-0.152,0.111,0,2
-0.085,-0.555,0.573,0.853,0.667,-0.159,0.119,0,2
-0.092,-0.553,0.58,0.853,0.7,-0.165,0.127,0,2
-0.099,-0.552,0.587,0.853,0.733,-0.172,0.135,0,2
-0.105,-0.551,0.593,0.853,0.767,-0.179,0.143,0,2
