norm_relative_enemy_x,norm_relative_enemy_y,norm_player_x,norm_player_y,norm_cooldown,norm_nearest_laser_relative_x,norm_nearest_laser_relative_y,laser_above,player_input
-0.236,-0.123,0.333,0.853,0.733,1.0,1.0,0,1
-0.229,-0.121,0.327,0.853,0.767,1.0,1.0,0,1
-0.223,-0.12,0.32,0.853,0.8,1.0,1.0,0,1
-0.216,-0.119,0.313,0.853,0.833,1.0,1.0,0,1
-0.209,-0.117,0.307,0.853,0.867,1.0,1.0,0,1
-0.203,-0.116,0.3,0.853,0.9,1.0,1.0,0,1
-0.196,-0.115,0.293,0.853,0.933,1.0,1.0,0,1
-0.189,-0.113,0.287,0.853,0.967,1.0,1.0,0,1
-0.183,-0.112,0.28,0.853,1.0,1.0,1.0,0,1
-0.176,-0.111,0.273,0.853,0.0,1.0,1.0,0,1
-0.169,-0.109,0.267,0.853,0.0,1.0,1.0,0,1
-0.163,-0.108,0.26,0.853,0.0,1.0,1.0,0,1
-0.156,-0.107,0.253,0.853,0.0,1.0,1.0,0,1
-0.149,-0.105,0.247,0.853,0.0,1.0,1.0,0,1
-0.143,-0.104,0.24,0.853,0.0,1.0,1.0,0,1
-0.136,-0.103,0.233,0.853,0.0,1.0,1.0,0,1
-0.129,-0.101,0.227,0.853,0.0,1.0,1.0,0,1
-0.123,-0.1,0.22,0.853,0.0,1.0,1.0,0,1
-0.116,-0.099,0.213,0.853,0.0,1.0,1.0,0,1
-0.109,-0.097,0.207,0.853,0.0,1.0,1.0,0,1
-0.103,-0.096,0.2,0.853,0.0,1.0,1.0,0,1
-0.096,-0.095,0.193,0.853,0.0,1.0,1.0,0,1
-0.089,-0.093,0.187,0.853,0.0,1.0,1.0,0,1
-0.083,-0.092,0.18,0.853,0.0,1.0,1.0,0,1
-0.076,-0.091,0.173,0.853,0.0,1.0,1.0,0,1
-0.069,-0.089,0.167,0.853,0.0,1.0,1.0,0,1
-0.063,-0.088,0.16,0.853,0.0,1.0,1.0,0,1
-0.056,-0.087,0.153,0.853,0.0,1.0,1.0,0,1
-0.049,-0.085,0.147,0.853,0.0,1.0,1.0,0,1
-0.043,-0.084,0.14,0.853,0.0,1.0,1.0,0,1
-0.036,-0.083,0.133,0.853,0.0,1.0,1.0,0,1
-0.029,-0.081,0.127,0.853,0.0,1.0,1.0,0,1
-0.023,-0.08,0.12,0.853,0.0,1.0,1.0,0,1
-0.016,-0.079,0.113,0.853,0.0,1.0,1.0,0,1
-0.009,-0.077,0.107,0.853,0.0,1.0,1.0,0,1
-0.003,-0.076,0.1,0.853,0.0,1.0,1.0,0,1
0.004,-0.075,0.093,0.853,0.0,1.0,1.0,0,1
0.011,-0.073,0.087,0.853,0.0,1.0,1.0,0,1
0.017,-0.072,0.08,0.853,0.0,1.0,1.0,0,1
0.024,-0.071,0.073,0.853,0.0,1.0,1.0,0,1
0.031,-0.069,0.067,0.853,0.0,1.0,1.0,0,1
0.037,-0.068,0.06,0.853,0.0,1.0,1.0,0,1
0.044,-0.067,0.053,0.853,0.0,1.0,1.0,0,1
0.051,-0.065,0.047,0.853,0.0,1.0,1.0,0,1
0.057,-0.064,0.04,0.853,0.0,1.0,1.0,0,1
0.057,-0.063,0.04,0.853,0.067,1.0,1.0,0,5
0.051,-0.059,0.047,0.853,0.167,1.0,1.0,0,2
0.044,-0.057,0.053,0.853,0.2,1.0,1.0,0,2
0.037,-0.056,0.06,0.853,0.233,1.0,1.0,0,2
0.031,-0.055,0.067,0.853,0.267,1.0,1.0,0,2
0.024,-0.053,0.073,0.853,0.3,1.0,1.0,0,2
0.017,-0.052,0.08,0.853,0.333,1.0,1.0,0,2
0.011,-0.051,0.087,0.853,0.367,1.0,1.0,0,2
-0.093,-0.853,0.093,0.853,0.4,1.0,1.0,0,2
-0.1,-0.853,0.1,0.853,0.433,1.0,1.0,0,2
-0.107,-0.853,0.107,0.853,0.467,1.0,1.0,0,2
-0.113,-0.853,0.113,0.853,0.5,1.0,1.0,0,2
-0.12,-0.853,0.12,0.853,0.533,1.0,1.0,0,2
-0.127,-0.853,0.127,0.853,0.567,1.0,1.0,0,2
-0.133,-0.853,0.133,0.853,0.6,1.0,1.0,0,2
-0.14,-0.853,0.14,0.853,0.633,1.0,1.0,0,2
-0.147,-0.853,0.147,0.853,0.667,1.0,1.0,0,2
-0.153,-0.853,0.153,0.853,0.7,1.0,1.0,0,2
-0.16,-0.853,0.16,0.853,0.733,1.0,1.0,0,2
-0.167,-0.853,0.167,0.853,0.767,1.0,1.0,0,2
-0.173,-0.853,0.173,0.853,0.8,1.0,1.0,1,2
-0.18,-0.853,0.18,0.853,0.833,1.0,1.0,0,2
-0.187,-0.853,0.187,0.853,0.867,1.0,1.0,0,2
-0.193,-0.853,0.193,0.853,0.9,1.0,1.0,0,2
-0.2,-0.853,0.2,0.853,0.933,1.0,1.0,0,2
-0.207,-0.853,0.207,0.853,0.967,1.0,1.0,0,2
-0.213,-0.853,0.213,0.853,1.0,1.0,1.0,1,2
-0.22,-0.853,0.22,0.853,0.0,1.0,1.0,0,2
-0.227,-0.853,0.227,0.853,0.0,1.0,1.0,0,2
-0.233,-0.853,0.233,0.853,0.0,-0.156,-1.193,0,2
-0.24,-0.853,0.24,0.853,0.0,1.0,1.0,0,2
-0.247,-0.853,0.247,0.853,0.0,1.0,1.0,0,2
-0.253,-0.853,0.253,0.853,0.0,1.0,1.0,0,2
-0.26,-0.853,0.26,0.853,0.0,1.0,1.0,0,2
-0.267,-0.853,0.267,0.853,0.0,1.0,1.0,0,2
-0.273,-0.853,0.273,0.853,0.0,0.373,-1.003,0,2
-0.28,-0.853,0.28,0.853,0.0,1.0,1.0,0,2
-0.287,-0.853,0.287,0.853,0.0,1.0,1.0,0,2
-0.293,-0.853,0.293,0.853,0.0,1.0,1.0,0,2
-0.3,-0.853,0.3,0.853,0.0,1.0,1.0,0,2
-0.307,-0.853,0.307,0.853,0.0,1.0,1.0,0,2
-0.313,-0.853,0.313,0.853,0.0,1.0,1.0,0,2
-0.313,-0.853,0.313,0.853,0.0,1.0,1.0,0,0
-0.313,-0.853,0.313,0.853,0.0,1.0,1.0,0,0
-0.32,-0.853,0.32,0.853,0.0,1.0,1.0,0,2
-0.327,-0.853,0.327,0.853,0.0,1.0,1.0,0,2
-0.333,-0.853,0.333,0.853,0.0,1.0,1.0,0,2
-0.34,-0.853,0.34,0.853,0.0,1.0,1.0,0,2
-0.347,-0.853,0.347,0.853,0.0,1.0,1.0,0,2
-0.353,-0.853,0.353,0.853,0.0,1.0,1.0,0,2
-0.36,-0.853,0.36,0.853,0.0,1.0,1.0,0,2
-0.367,-0.853,0.367,0.853,0.0,1.0,1.0,0,2
-0.373,-0.853,0.373,0.853,0.0,1.0,1.0,0,2
-0.38,-0.853,0.38,0.853,0.0,1.0,1.0,0,2
-0.387,-0.853,0.387,0.853,0.0,1.0,1.0,0,2
-0.393,-0.853,0.393,0.853,0.0,1.0,1.0,0,2
-0.4,-0.853,0.4,0.853,0.0,1.0,1.0,0,2
-0.407,-0.853,0.407,0.853,0.0,1.0,1.0,0,2
-0.407,-0.853,0.407,0.853,0.0,1.0,1.0,0,0
-0.407,-0.853,0.407,0.853,0.0,-0.329,-1.095,0,0
-0.407,-0.853,0.407,0.853,0.0,1.0,1.0,0,0
-0.407,-0.853,0.407,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,2
-0.42,-0.853,0.42,0.853,0.0,1.0,1.0,0,2
-0.427,-0.853,0.427,0.853,0.0,1.0,1.0,0,2
-0.433,-0.853,0.433,0.853,0.0,1.0,1.0,1,2
-0.44,-0.853,0.44,0.853,0.0,1.0,1.0,0,2
-0.447,-0.853,0.447,0.853,0.0,1.0,1.0,0,2
-0.453,-0.853,0.453,0.853,0.0,1.0,1.0,0,2
-0.46,-0.853,0.46,0.853,0.0,1.0,1.0,0,2
-0.467,-0.853,0.467,0.853,0.0,1.0,1.0,0,2
-0.473,-0.853,0.473,0.853,0.0,1.0,1.0,0,2
-0.48,-0.853,0.48,0.853,0.0,1.0,1.0,0,2
-0.487,-0.853,0.487,0.853,0.0,1.0,1.0,0,2
-0.493,-0.853,0.493,0.853,0.0,1.0,1.0,0,2
-0.5,-0.853,0.5,0.853,0.0,1.0,1.0,0,2
-0.507,-0.853,0.507,0.853,0.0,1.0,1.0,1,2
-0.513,-0.853,0.513,0.853,0.0,1.0,1.0,0,2
0.2,-0.819,0.52,0.853,0.0,1.0,1.0,0,2
0.193,-0.817,0.527,0.853,0.0,1.0,1.0,1,2
0.187,-0.816,0.533,0.853,0.0,1.0,1.0,0,2
0.18,-0.815,0.54,0.853,0.0,1.0,1.0,0,2
0.173,-0.813,0.547,0.853,0.0,1.0,1.0,1,2
0.167,-0.812,0.553,0.853,0.0,1.0,1.0,0,2
0.16,-0.811,0.56,0.853,0.0,1.0,1.0,0,2
0.153,-0.809,0.567,0.853,0.0,1.0,1.0,1,2
0.147,-0.808,0.573,0.853,0.0,1.0,1.0,0,2
0.14,-0.807,0.58,0.853,0.0,1.0,1.0,0,2
0.133,-0.805,0.587,0.853,0.0,1.0,1.0,0,2
0.127,-0.804,0.593,0.853,0.0,1.0,1.0,0,2
0.12,-0.803,0.6,0.853,0.0,1.0,1.0,0,2
0.113,-0.801,0.607,0.853,0.0,1.0,1.0,1,2
0.107,-0.8,0.613,0.853,0.0,1.0,1.0,0,2
0.1,-0.799,0.62,0.853,0.0,1.0,1.0,0,2
0.093,-0.797,0.627,0.853,0.0,1.0,1.0,0,2
0.087,-0.796,0.633,0.853,0.0,1.0,1.0,0,2
0.08,-0.795,0.64,0.853,0.0,1.0,1.0,0,2
0.073,-0.793,0.647,0.853,0.0,1.0,1.0,0,2
0.067,-0.792,0.653,0.853,0.0,1.0,1.0,0,2
0.06,-0.791,0.66,0.853,0.0,1.0,1.0,0,2
0.053,-0.789,0.667,0.853,0.0,1.0,1.0,0,2
0.053,-0.783,0.667,0.853,0.067,1.0,1.0,0,5
0.053,-0.769,0.667,0.853,0.4,1.0,1.0,1,0
0.06,-0.76,0.66,0.853,0.633,-0.023,-0.819,1,1
0.067,-0.759,0.653,0.853,0.667,-0.016,-0.811,1,1
0.073,-0.757,0.647,0.853,0.7,-0.009,-0.803,1,1
0.08,-0.756,0.64,0.853,0.733,-0.003,-0.795,1,1
0.08,-0.743,0.64,0.853,0.0,-0.003,-0.715,1,0
0.08,-0.729,0.64,0.853,0.0,-0.003,-0.635,1,0
0.08,-0.724,0.64,0.853,0.067,-0.003,-0.603,1,5
0.08,-0.711,0.64,0.853,0.4,-0.003,-0.523,1,0
0.08,-0.697,0.64,0.853,0.733,-0.003,-0.443,1,0
0.087,-0.695,0.633,0.853,0.8,0.004,-0.427,1,1
0.093,-0.693,0.627,0.853,0.833,0.011,-0.419,1,1
0.1,-0.692,0.62,0.853,0.867,0.017,-0.411,1,1
0.107,-0.691,0.613,0.853,0.9,0.024,-0.403,1,1
0.113,-0.689,0.607,0.853,0.933,0.031,-0.395,1,1
0.12,-0.688,0.6,0.853,0.967,0.037,-0.387,1,1
0.127,-0.687,0.593,0.853,1.0,0.044,-0.379,1,1
0.133,-0.685,0.587,0.853,0.0,0.051,-0.371,1,1
0.14,-0.684,0.58,0.853,0.0,0.057,-0.363,1,1
0.147,-0.683,0.573,0.853,0.0,0.064,-0.355,1,1
0.153,-0.681,0.567,0.853,0.0,0.071,-0.347,0,1
0.16,-0.68,0.56,0.853,0.0,0.077,-0.339,0,1
0.167,-0.679,0.553,0.853,0.0,0.084,-0.331,0,1
0.173,-0.677,0.547,0.853,0.0,0.091,-0.323,0,1
0.18,-0.676,0.54,0.853,0.0,0.097,-0.315,0,1
0.187,-0.675,0.533,0.853,0.0,0.104,-0.307,0,1
0.193,-0.673,0.527,0.853,0.0,0.111,-0.299,0,1
0.2,-0.672,0.52,0.853,0.0,0.117,-0.291,0,1
0.207,-0.671,0.513,0.853,0.0,0.124,-0.283,0,1
0.213,-0.669,0.507,0.853,0.0,0.131,-0.275,0,1
0.22,-0.668,0.5,0.853,0.0,0.137,-0.267,0,1
0.217,-0.692,0.493,0.853,0.0,0.144,-0.259,0,1
0.224,-0.691,0.487,0.853,0.0,0.151,-0.251,0,1
0.231,-0.689,0.48,0.853,0.0,0.157,-0.243,0,1
0.237,-0.688,0.473,0.853,0.0,0.164,-0.235,0,1
0.244,-0.687,0.467,0.853,0.0,0.171,-0.227,0,1
0.251,-0.685,0.46,0.853,0.0,0.177,-0.219,0,1
0.257,-0.684,0.453,0.853,0.0,0.184,-0.211,0,1
0.257,-0.671,0.453,0.853,0.0,0.184,-0.131,0,0
0.264,-0.667,0.447,0.853,0.0,0.191,-0.107,0,1
0.271,-0.665,0.44,0.853,0.0,0.197,-0.099,0,1
0.277,-0.664,0.433,0.853,0.0,0.204,-0.091,0,1
0.284,-0.663,0.427,0.853,0.0,0.211,-0.083,0,1
0.291,-0.661,0.42,0.853,0.0,0.217,-0.075,0,1
0.297,-0.66,0.413,0.853,0.0,0.224,-0.067,0,1
0.304,-0.659,0.407,0.853,0.0,0.231,-0.059,0,1
0.311,-0.657,0.4,0.853,0.0,0.237,-0.051,0,1
0.317,-0.656,0.393,0.853,0.0,0.244,-0.043,0,1
0.324,-0.655,0.387,0.853,0.0,0.251,-0.035,0,1
0.331,-0.653,0.38,0.853,0.0,0.257,-0.027,0,1
0.337,-0.652,0.373,0.853,0.0,0.264,-0.019,0,1
0.344,-0.651,0.367,0.853,0.0,0.271,-0.011,0,1
0.351,-0.649,0.36,0.853,0.0,0.277,-0.003,0,1
0.357,-0.648,0.353,0.853,0.0,0.284,0.005,0,1
0.364,-0.647,0.347,0.853,0.0,0.291,0.013,0,1
0.371,-0.645,0.34,0.853,0.0,0.297,0.021,0,1
0.377,-0.644,0.333,0.853,0.0,0.304,0.029,0,1
0.384,-0.643,0.327,0.853,0.0,0.311,0.037,0,1
0.391,-0.641,0.32,0.853,0.0,0.317,0.045,0,1
0.397,-0.64,0.313,0.853,0.0,0.324,0.053,0,1
0.404,-0.639,0.307,0.853,0.0,0.331,0.061,0,1
-0.149,-0.795,0.3,0.853,0.0,1.0,1.0,0,1
-0.143,-0.793,0.293,0.853,0.0,1.0,1.0,0,1
-0.136,-0.792,0.287,0.853,0.0,1.0,1.0,0,1
-0.129,-0.791,0.28,0.853,0.0,1.0,1.0,0,1
-0.123,-0.789,0.273,0.853,0.0,1.0,1.0,0,1
-0.116,-0.788,0.267,0.853,0.0,1.0,1.0,0,1
-0.109,-0.787,0.26,0.853,0.0,1.0,1.0,0,1
-0.103,-0.785,0.253,0.853,0.0,1.0,1.0,0,1
-0.096,-0.784,0.247,0.853,0.0,1.0,1.0,0,1
-0.089,-0.783,0.24,0.853,0.0,1.0,1.0,0,1
-0.083,-0.781,0.233,0.853,0.0,1.0,1.0,0,1
-0.076,-0.78,0.227,0.853,0.0,1.0,1.0,0,1
-0.069,-0.779,0.22,0.853,0.0,1.0,1.0,0,1
-0.063,-0.777,0.213,0.853,0.0,1.0,1.0,0,1
-0.056,-0.776,0.207,0.853,0.0,1.0,1.0,0,1
-0.049,-0.775,0.2,0.853,0.0,1.0,1.0,0,1
-0.043,-0.773,0.193,0.853,0.0,1.0,1.0,0,1
-0.036,-0.772,0.187,0.853,0.0,1.0,1.0,0,1
-0.029,-0.771,0.18,0.853,0.0,1.0,1.0,0,1
-0.023,-0.769,0.173,0.853,0.0,1.0,1.0,0,1
-0.016,-0.768,0.167,0.853,0.0,1.0,1.0,0,1
-0.009,-0.767,0.16,0.853,0.0,1.0,1.0,0,1
-0.003,-0.765,0.153,0.853,0.0,1.0,1.0,0,1
0.004,-0.764,0.147,0.853,0.0,1.0,1.0,0,1
0.011,-0.763,0.14,0.853,0.0,1.0,1.0,0,1
0.017,-0.761,0.133,0.853,0.0,1.0,1.0,0,1
0.024,-0.76,0.127,0.853,0.0,1.0,1.0,0,1
0.031,-0.759,0.12,0.853,0.0,1.0,1.0,0,1
0.037,-0.757,0.113,0.853,0.0,1.0,1.0,0,1
0.044,-0.756,0.107,0.853,0.0,1.0,1.0,0,1
0.051,-0.755,0.1,0.853,0.0,1.0,1.0,0,1
0.057,-0.753,0.093,0.853,0.0,1.0,1.0,0,1
0.064,-0.752,0.087,0.853,0.0,1.0,1.0,0,1
0.071,-0.751,0.08,0.853,0.0,1.0,1.0,0,1
0.071,-0.737,0.08,0.853,0.067,1.0,1.0,0,5
0.071,-0.724,0.08,0.853,0.4,1.0,1.0,0,0
0.071,-0.711,0.08,0.853,0.733,1.0,1.0,0,0
0.064,-0.701,0.087,0.853,0.967,1.0,1.0,0,2
0.057,-0.7,0.093,0.853,1.0,1.0,1.0,0,2
0.051,-0.699,0.1,0.853,0.0,1.0,1.0,0,2
0.044,-0.697,0.107,0.853,0.0,1.0,1.0,0,2
0.037,-0.696,0.113,0.853,0.0,1.0,1.0,0,2
0.031,-0.695,0.12,0.853,0.0,1.0,1.0,0,2
0.024,-0.693,0.127,0.853,0.0,1.0,1.0,0,2
0.017,-0.692,0.133,0.853,0.0,1.0,1.0,0,2
0.011,-0.691,0.14,0.853,0.0,1.0,1.0,0,2
0.004,-0.689,0.147,0.853,0.0,0.336,-1.293,0,2
-0.003,-0.688,0.153,0.853,0.0,1.0,1.0,0,2
-0.009,-0.687,0.16,0.853,0.0,1.0,1.0,0,2
-0.016,-0.685,0.167,0.853,0.0,1.0,1.0,0,2
-0.023,-0.684,0.173,0.853,0.0,1.0,1.0,0,2
-0.029,-0.683,0.18,0.853,0.0,1.0,1.0,0,2
-0.036,-0.681,0.187,0.853,0.0,1.0,1.0,0,2
-0.043,-0.68,0.193,0.853,0.0,1.0,1.0,0,2
-0.049,-0.679,0.2,0.853,0.0,-0.123,-0.712,0,2
-0.056,-0.677,0.207,0.853,0.0,-0.129,-0.704,0,2
-0.063,-0.676,0.213,0.853,0.0,-0.136,-0.696,0,2
-0.069,-0.675,0.22,0.853,0.0,-0.143,-0.688,0,2
-0.076,-0.673,0.227,0.853,0.0,-0.149,-0.68,0,2
-0.083,-0.672,0.233,0.853,0.0,-0.156,-0.672,0,2
-0.089,-0.671,0.24,0.853,0.0,-0.163,-0.664,0,2
-0.096,-0.669,0.247,0.853,0.0,-0.169,-0.656,0,2
-0.103,-0.668,0.253,0.853,0.0,-0.176,-0.648,0,2
-0.109,-0.667,0.26,0.853,0.0,-0.183,-0.64,0,2
-0.116,-0.665,0.267,0.853,0.0,-0.189,-0.632,0,2
-0.123,-0.664,0.273,0.853,0.0,-0.196,-0.624,0,2
-0.129,-0.663,0.28,0.853,0.0,-0.203,-0.616,0,2
-0.136,-0.661,0.287,0.853,0.0,-0.209,-0.608,0,2
-0.143,-0.66,0.293,0.853,0.0,-0.216,-0.6,0,2
-0.149,-0.659,0.3,0.853,0.0,-0.223,-0.592,0,2
-0.156,-0.657,0.307,0.853,0.0,-0.229,-0.584,0,2
-0.163,-0.656,0.313,0.853,0.0,-0.236,-0.576,0,2
-0.169,-0.655,0.32,0.853,0.0,-0.243,-0.568,0,2
-0.176,-0.653,0.327,0.853,0.0,-0.249,-0.56,0,2
-0.183,-0.652,0.333,0.853,0.0,-0.256,-0.552,0,2
-0.189,-0.651,0.34,0.853,0.0,-0.263,-0.544,1,2
-0.196,-0.649,0.347,0.853,0.0,-0.269,-0.536,0,2
-0.203,-0.648,0.353,0.853,0.0,-0.276,-0.528,0,2
-0.209,-0.647,0.36,0.853,0.0,-0.283,-0.52,0,2
-0.216,-0.645,0.367,0.853,0.0,-0.289,-0.512,0,2
-0.223,-0.644,0.373,0.853,0.0,-0.296,-0.504,0,2
-0.229,-0.643,0.38,0.853,0.0,-0.303,-0.496,0,2
-0.236,-0.641,0.387,0.853,0.0,-0.309,-0.488,0,2
-0.243,-0.64,0.393,0.853,0.0,-0.316,-0.48,0,2
-0.249,-0.639,0.4,0.853,0.0,-0.323,-0.472,0,2
-0.256,-0.637,0.407,0.853,0.0,-0.329,-0.464,0,2
-0.263,-0.636,0.413,0.853,0.0,-0.336,-0.456,0,2
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,0.012,-1.052,1,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.413,-0.853,0.413,0.853,0.0,1.0,1.0,0,0
-0.42,-0.853,0.42,0.853,0.0,1.0,1.0,0,2
-0.427,-0.853,0.427,0.853,0.0,1.0,1.0,0,2
-0.433,-0.853,0.433,0.853,0.0,1.0,1.0,0,2
-0.44,-0.853,0.44,0.853,0.0,1.0,1.0,0,2
-0.447,-0.853,0.447,0.853,0.0,1.0,1.0,0,2
0.052,-0.811,0.447,0.853,0.0,1.0,1.0,0,0
0.059,-0.808,0.44,0.853,0.0,1.0,1.0,0,1
0.065,-0.807,0.433,0.853,0.0,1.0,1.0,0,1
0.072,-0.805,0.427,0.853,0.0,1.0,1.0,0,1
0.079,-0.804,0.42,0.853,0.0,1.0,1.0,0,1
0.085,-0.803,0.413,0.853,0.0,1.0,1.0,0,1
0.085,-0.792,0.413,0.853,0.067,1.0,1.0,0,5
0.085,-0.779,0.413,0.853,0.4,1.0,1.0,0,0
0.092,-0.767,0.407,0.853,0.7,1.0,1.0,0,1
0.099,-0.765,0.4,0.853,0.733,1.0,1.0,0,1
0.105,-0.764,0.393,0.853,0.767,1.0,1.0,0,1
0.112,-0.763,0.387,0.853,0.8,1.0,1.0,0,1
0.119,-0.761,0.38,0.853,0.833,1.0,1.0,0,1
0.125,-0.76,0.373,0.853,0.867,1.0,1.0,0,1
0.132,-0.759,0.367,0.853,0.9,1.0,1.0,0,1
0.139,-0.757,0.36,0.853,0.933,1.0,1.0,0,1
0.145,-0.756,0.353,0.853,0.967,1.0,1.0,0,1
0.152,-0.755,0.347,0.853,1.0,-0.228,-1.207,0,1
0.159,-0.753,0.34,0.853,0.0,1.0,1.0,0,1
0.165,-0.752,0.333,0.853,0.0,1.0,1.0,0,1
0.172,-0.751,0.327,0.853,0.0,1.0,1.0,0,1
0.179,-0.749,0.32,0.853,0.0,1.0,1.0,0,1
0.185,-0.748,0.313,0.853,0.0,1.0,1.0,0,1
0.192,-0.747,0.307,0.853,0.0,1.0,1.0,0,1
0.199,-0.745,0.3,0.853,0.0,1.0,1.0,0,1
0.205,-0.744,0.293,0.853,0.0,1.0,1.0,0,1
0.212,-0.743,0.287,0.853,0.0,1.0,1.0,0,1
0.219,-0.741,0.28,0.853,0.0,1.0,1.0,0,1
0.225,-0.74,0.273,0.853,0.0,1.0,1.0,0,1
0.232,-0.739,0.267,0.853,0.0,1.0,1.0,0,1
0.239,-0.737,0.26,0.853,0.0,1.0,1.0,0,1
0.245,-0.736,0.253,0.853,0.0,1.0,1.0,0,1
0.252,-0.735,0.247,0.853,0.0,1.0,1.0,0,1
0.259,-0.733,0.24,0.853,0.0,1.0,1.0,0,1
0.265,-0.732,0.233,0.853,0.0,1.0,1.0,0,1
0.272,-0.731,0.227,0.853,0.0,1.0,1.0,0,1
0.279,-0.729,0.22,0.853,0.0,1.0,1.0,0,1
0.285,-0.728,0.213,0.853,0.0,1.0,1.0,0,1
0.292,-0.727,0.207,0.853,0.0,1.0,1.0,0,1
0.299,-0.725,0.2,0.853,0.0,1.0,1.0,0,1
0.305,-0.724,0.193,0.853,0.0,1.0,1.0,0,1
0.312,-0.723,0.187,0.853,0.0,1.0,1.0,0,1
0.319,-0.721,0.18,0.853,0.0,1.0,1.0,0,1
0.325,-0.72,0.173,0.853,0.0,1.0,1.0,0,1
0.325,-0.707,0.173,0.853,0.0,1.0,1.0,0,0
0.332,-0.696,0.167,0.853,0.0,1.0,1.0,0,1
0.339,-0.695,0.16,0.853,0.0,1.0,1.0,0,1
0.345,-0.693,0.153,0.853,0.0,1.0,1.0,0,1
0.352,-0.692,0.147,0.853,0.0,1.0,1.0,0,1
0.352,-0.679,0.147,0.853,0.0,1.0,1.0,0,0
0.065,-0.707,0.147,0.853,0.0,1.0,1.0,0,0
0.065,-0.693,0.147,0.853,0.0,1.0,1.0,0,0
0.065,-0.684,0.147,0.853,0.067,1.0,1.0,0,5
0.065,-0.671,0.147,0.853,0.4,-0.008,-0.704,1,0
0.059,-0.66,0.153,0.853,0.667,-0.015,-0.64,1,2
0.052,-0.659,0.16,0.853,0.7,-0.021,-0.632,1,2
0.045,-0.657,0.167,0.853,0.733,-0.028,-0.624,1,2
0.039,-0.656,0.173,0.853,0.767,-0.035,-0.616,1,2
0.032,-0.655,0.18,0.853,0.8,-0.041,-0.608,1,2
0.025,-0.653,0.187,0.853,0.833,-0.048,-0.6,1,2
0.019,-0.652,0.193,0.853,0.867,-0.055,-0.592,1,2
0.012,-0.651,0.2,0.853,0.9,-0.061,-0.584,1,2
0.005,-0.649,0.207,0.853,0.933,-0.068,-0.576,0,2
-0.001,-0.648,0.213,0.853,0.967,-0.075,-0.568,0,2
-0.008,-0.647,0.22,0.853,1.0,-0.081,-0.56,0,2
-0.015,-0.645,0.227,0.853,0.0,-0.088,-0.552,0,2
-0.021,-0.644,0.233,0.853,0.0,-0.095,-0.544,0,2
-0.028,-0.643,0.24,0.853,0.0,-0.101,-0.536,0,2
-0.035,-0.641,0.247,0.853,0.0,-0.108,-0.528,0,2
-0.041,-0.64,0.253,0.853,0.0,-0.115,-0.52,0,2
-0.048,-0.639,0.26,0.853,0.0,-0.121,-0.512,0,2
-0.055,-0.637,0.267,0.853,0.0,-0.128,-0.504,0,2
-0.061,-0.636,0.273,0.853,0.0,-0.135,-0.496,0,2
-0.068,-0.635,0.28,0.853,0.0,-0.141,-0.488,0,2
-0.075,-0.633,0.287,0.853,0.0,-0.148,-0.48,0,2
-0.081,-0.632,0.293,0.853,0.0,-0.155,-0.472,0,2
-0.088,-0.631,0.3,0.853,0.0,-0.161,-0.464,0,2
-0.095,-0.629,0.307,0.853,0.0,-0.168,-0.456,0,2
-0.101,-0.628,0.313,0.853,0.0,-0.175,-0.448,0,2
-0.108,-0.627,0.32,0.853,0.0,-0.181,-0.44,0,2
-0.115,-0.625,0.327,0.853,0.0,-0.188,-0.432,0,2
-0.121,-0.624,0.333,0.853,0.0,-0.195,-0.424,0,2
-0.128,-0.623,0.34,0.853,0.0,-0.201,-0.416,0,2
-0.135,-0.621,0.347,0.853,0.0,-0.208,-0.408,0,2
-0.141,-0.62,0.353,0.853,0.0,-0.215,-0.4,0,2
-0.148,-0.619,0.36,0.853,0.0,-0.221,-0.392,0,2
-0.155,-0.617,0.367,0.853,0.0,-0.228,-0.384,0,2
-0.161,-0.616,0.373,0.853,0.0,-0.235,-0.376,0,2
-0.168,-0.615,0.38,0.853,0.0,-0.241,-0.368,0,2
-0.175,-0.613,0.387,0.853,0.0,-0.248,-0.36,0,2
-0.181,-0.612,0.393,0.853,0.0,-0.255,-0.352,0,2
